date,title,event_or_location,type,description,source_url
1987-02-19,Turning On The Lights,,live session,"Early-era Bashar channeling session (audio recording) titled 'Turning On The Lights', dated 1987-02-19. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-02-19-turning-on-the-lights
1987-02-21,All Edmond Wollmann's Questions Till 1987,,live session,"Early-era Bashar channeling session (audio recording) titled 'All Edmond Wollmann's Questions Till 1987', dated 1987-02-21. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-02-21-all-edmond-wollmanns-questions-till-1987
1987-02-26,Unplugging,,live session,"Early-era Bashar channeling session (audio recording) titled 'Unplugging', dated 1987-02-26. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-02-26-unplugging
1987-03-05,Association Earth,,live session,"Early-era Bashar channeling session (audio recording) titled 'Association Earth', dated 1987-03-05. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-association-earth-1987-03-05
1987-03-05,Conscious Commandment,,live session,"Early-era Bashar channeling session (audio recording) titled 'Conscious Commandment', dated 1987-03-05. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-03-05-conscious-commandment
1987-03-12,Heaven And Hell,,live session,"Early-era Bashar channeling session (audio recording) titled 'Heaven And Hell', dated 1987-03-12. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-03-12-heaven-and-hell
1987-03-14,Pure Of Tone,,live session,"Early-era Bashar channeling session (audio recording) titled 'Pure Of Tone', dated 1987-03-14. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-03-14-pure-of-tone
1987-03-15,Self Empowerment Workshop,,workshop,"Early-era Bashar channeling session (audio recording) titled 'Self Empowerment Workshop', dated 1987-03-15. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-self-empowerment-workshop-1987-03-15
1987-03-19,Self Fulfilling Prophecy,,live session,"Early-era Bashar channeling session (audio recording) titled 'Self Fulfilling Prophecy', dated 1987-03-19. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-03-19-self-fulfilling-prophecy
1987-04-02,Reincarnation,,live session,"Early-era Bashar channeling session (audio recording) titled 'Reincarnation', dated 1987-04-02. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-04-02-reincarnation
1987-04-16,Old Friends New Friends,,live session,"Early-era Bashar channeling session (audio recording) titled 'Old Friends New Friends', dated 1987-04-16. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-04-16-old-friends-new-friends
1987-04-23,"Connections, Linkages and Controls",,live session,"Early-era Bashar channeling session (audio recording) titled 'Connections, Linkages and Controls', dated 1987-04-23. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-connections-linkages-and-controls-1987-04-23
1987-04-30,Home Stretch,,live session,"Early-era Bashar channeling session (audio recording) titled 'Home Stretch', dated 1987-04-30. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-04-30-home-stretch
1987-05-21,The Sharing,,live session,"Early-era Bashar channeling session (audio recording) titled 'The Sharing', dated 1987-05-21. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-05-21-the-sharing
1987-05-28,Patterns And Meaning,,live session,"Early-era Bashar channeling session (audio recording) titled 'Patterns And Meaning', dated 1987-05-28. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-05-28-patterns-and-meaning
1987-06-04,Convergence,,live session,"Early-era Bashar channeling session (audio recording) titled 'Convergence', dated 1987-06-04. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-convergence-1987-06-04
1987-06-11,Kachina Dreams,,live session,"Early-era Bashar channeling session (audio recording) titled 'Kachina Dreams', dated 1987-06-11. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-06-11-kachina-dreams
1987-06-18,Integrity And Opportunity,,live session,"Early-era Bashar channeling session (audio recording) titled 'Integrity And Opportunity', dated 1987-06-18. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-06-18-integrity-and-opportunity
1987-06-28,Children's Channeling,,live session,"Early-era Bashar channeling session (audio recording) titled 'Children's Channeling', dated 1987-06-28. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-childrens-channeling-1987-06-28
1987-07-02,Yardsticks,,live session,"Early-era Bashar channeling session (audio recording) titled 'Yardsticks', dated 1987-07-02. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-07-02-yardsticks
1987-07-09,All Of It,,live session,"Early-era Bashar channeling session (audio recording) titled 'All Of It', dated 1987-07-09. Catalogued from a fan-archived recording on archive.org; no official synopsis was located on a fetched page, so only the title and date are recorded here.",https://archive.org/details/bashar-1987-07-09-all-of-it
